FSC-H	SSC-H	FL1-H	FL2-H	FL3-H	FL1-A	FL4-H	Time
127	111	3.31160935437947	1	1.89502462699027	0	15.1649388946609	9
120	33	35.6695117922078	71.9917121674961	1	2	5.05606113696676	10
361	166	54.9516136103108	16.4449016519896	24.2194470084959	6	545.818056044924	10
477	262	9.3260334688322	25.7949506811359	10.2969290997292	0	5.94557070854439	10
445	219	7.71943532136078	21.1598798071781	5.99934195399394	0	2.43835409826883	10
1023	1023	768.47633581634	304.013906955975	12.4399650249727	168	312.337159180088	10
478	183	229.975371678800	1	3.37178005637296	48	8.91551895259033	10
396	120	7.37964024479372	13.6119342797693	1	0	1	10
556	177	200.923300256505	20.9702268253144	3.31160935437947	41	5.05606113696676	10
380	125	163.342323579280	35.9921038809518	22.5363550147721	33	6.10834775094685	10
332	153	8.00250227816105	10.8684630430077	1.45956309563553	0	7.31349758281927	10
342	130	197.33774727821	18.6540114290992	9.07751059369505	41	2.22841508616783	10
631	277	15.0290177123404	34.4077989175829	3.22336061703234	0	71.3464607290921	10
340	146	227.914135254419	5.89228140709126	3.59111833689962	46	1	10
408	205	82.4011985786459	24.2194470084959	1.74752840000768	12	38.3334328068596	10
344	93	238.408427451674	4.49760620239682	1	49	9.66801339393563	10
422	158	188.65130945543	10.8684630430077	1.96451401732681	37	7.58167905181949	10
289	70	204.574001389866	2.64415792356895	1.70095975066655	40	10.6745111719027	10
282	153	147.940804663522	19.8674769349675	10.113176469976	29	2.76590801087549	10
281	130	185.284754836759	70.0732559069963	2.09230797761688	39	6.99157112477246	10
432	164	12.4399650249727	9.3260334688322	2.71654932677353	0	8.52307451604617	10
375	186	6.6838152661163	13.1304487795084	1.02737786671489	0	81.6626483996284	10
552	273	253.917177626965	24.8825238006028	3.7228024429019	53	11.7857913633579	10
365	214	4.87721659688546	3.89421865008386	8.29594912658505	0	37.3119122464974	10
1023	1023	871.708852668994	1194.60368866914	8.4466834159386	241	2068.89297722483	10
473	677	25.7949506811359	298.588662755141	10.5788370521942	0	107.953215212182	10
501	483	10.5788370521942	104.134661084393	22.3343648821325	0	153.365703198109	10
471	194	288.026893303126	2.48265807923431	2.39484073875291	61	12.6659945315439	10
426	153	240.564573379150	16.5936279705333	8.07487624111656	51	1	10
415	540	51.5952796467086	109.914684711349	1	7	118.123488917224	10
438	225	8.1479047481549	6.21933414241503	9.66801339393563	0	95.1688066627356	10
418	200	12.6659945315439	10.2046391942289	1.96451401732681	0	14.8943147721724	11
441	144	5.48280667145571	16.0066730895940	9.49548400498688	0	1.29835060413413	11
377	134	185.284754836759	3.52703345957657	3.02648423788534	36	10.2969290997292	11
339	118	213.993598573474	15.8632075638527	4.96583379626039	44	1	11
378	177	5.01074438281462	36.64606693184	4.49760620239682	0	3.02648423788534	11
361	229	2.41649947859281	15.7210278991371	6.33233711505923	0	26.0282380630253	11
362	107	1	18.6540114290992	3.85931532427352	0	8.99615016217647	11
1023	814	503.335176013196	251.641354213874	3.9649751448322	147	630.389532491958	11
431	203	320.888284294226	26.2636352765333	2.20844211988575	69	2.18864816844905	11
514	186	272.880580025124	12.8961309096167	6.92890667091885	59	8.07487624111656	11
371	96	193.816179861290	18.486818187763	2.28942433738238	39	2.05496994319739	11
409	183	175.541286405004	6.92890667091885	4.96583379626039	34	2.41649947859281	11
462	173	268.010921925845	26.7408356955381	1.24119964365884	57	16.2975083462064	11
1023	894	472.592476475583	653.505529858691	18.486818187763	154	761.58859212841	11
371	153	5.33669923120631	20.0471567388252	3.68943549608464	0	3.75647115760237	11
442	196	6.38960624362141	31.4453336552752	2.00020850144291	0	13.1304487795084	12
441	126	238.408427451674	1.15494444624982	9.07751059369505	49	12.2179691012135	12
448	117	6.50570299658905	9.93270297603254	10.9667565160136	0	5.43366505800142	12
914	592	172.408685151293	133.991492253186	5.38496389381292	36	570.950214523288	12
1023	993	420.393424015796	424.195427069203	5.24146379659874	37	641.84347425874	12
350	142	202.740433821009	8.22159371891811	6.33233711505923	39	8.99615016217647	12
485	182	3.68943549608464	28.480358684358	4.87721659688546	0	10.0225335130631	12
438	157	210.174801133249	1.09421001204135	11.9999347794418	43	2.01829822025271	12
778	381	507.887297351843	51.1328385211324	9.3260334688322	127	8.52307451604617	12
399	263	8.677935588683	24.0023715625999	3.16583851658026	0	1	12
242	210	5.10178773206268	48.8820667927521	6.92890667091885	0	11.8923810771604	12
1023	1023	416.625497772972	997.751714869925	16.5936279705333	69	2304.93586982992	12
891	537	608.091201250215	74.6316040805359	13.6119342797693	141	12.5524710307932	12
445	181	232.055249753435	7.51372554486134	2.59697191624262	49	3.40227415389544	12
406	184	234.153938071853	14.6285200404373	1.81160919420041	49	15.0290177123404	12
475	142	240.564573379150	6.62390918408767	11.3689007485545	50	10.7710505603677	12
467	200	212.07560449983	32.5984147464188	8.29594912658505	45	10.8684630430077	12
484	224	11.2670029142036	17.9941760346424	6.21933414241503	0	15.8632075638527	12
403	141	167.814287943133	19.8674769349675	5.14792787466969	32	2.26890455389152	12
432	122	225.871373397841	1	3.22336061703234	47	10.484020445962	12
191	54	57.4818572447985	49.7702356433211	2.99935829173116	6	1.84452545493290	12
806	728	185.284754836759	272.880580025124	20.2284615518384	43	304.013906955975	12
422	233	4.45729480009653	7.58167905181949	18.6540114290992	0	33.4908898004629	12
546	302	10.6745111719027	24.4384856666141	10.5788370521942	0	11.6801569979431	12
650	232	420.393424015796	8.22159371891811	9.49548400498688	99	15.5801225704584	12
425	133	236.271606752329	12.1084611884334	2.20844211988575	50	14.6285200404373	12
345	207	5.05606113696676	10.5788370521942	16.1514361055807	0	1.79537199962357	12
422	122	177.128867153854	1	4.53828217765635	36	19.1647184677031	12
357	128	125.807561577878	4.79018080525539	2.26890455389152	23	16.7436993574936	12
414	183	4.57932602304252	10.8684630430077	2.03655154097020	0	10.484020445962	12
407	219	9.15960684216839	8.52307451604617	1.71634308874063	0	49.3241521265985	13
371	121	4.70469820054539	20.5960051240332	2.74111757224336	0	11.0659389469887	13
502	209	215.928938825503	5.99934195399394	16.0066730895940	44	17.9941760346424	13
475	251	280.351468174132	12.3284673944207	4.14754217902811	58	7.31349758281927	13
340	198	5.63291422173031	6.86680386961895	12.7805447293642	0	14.3674685171342	13
418	149	190.35745615898	12.7805447293642	6.92890667091885	40	11.7857913633579	13
422	145	9.66801339393563	25.7949506811359	1	0	18.8227167521612	13
472	134	236.271606752329	13.9846000022126	1.25242494968289	51	12.7805447293642	13
665	442	83.1464281438652	83.898397503098	24.2194470084959	14	380.754602122237	13
385	154	247.150718205448	4.83350280081368	16.1514361055807	53	10.6745111719027	13
461	183	5.48280667145571	17.5146619541065	1	0	76.674858189771	13
354	87	117.064764949724	13.9846000022126	16.7436993574936	21	3.52703345957657	13
434	144	206.424151590842	3.59111833689962	8.1479047481549	42	17.6730630955725	13
227	94	258.530757669495	160.427417473101	2.84163267174288	56	5.10178773206268	13
861	382	277.838717988706	56.9666555645962	2.01829822025271	82	23.1533523386059	13
550	362	212.07560449983	69.4451993181706	3.31160935437947	44	35.6695117922078	13
396	157	9.15960684216839	6.50570299658905	3.16583851658026	0	21.7391921762420	13
383	145	7.24794774808137	7.93077699270318	5.58242721573272	0	7.58167905181949	13
1019	1023	306.763383366627	6149.73362808312	1	85	447.740513454224	13
439	293	13.01276244164	31.1634936189533	20.7822736760518	0	5.83946973003931	13
520	211	270.434790343611	10.0225335130631	6.92890667091885	58	1	13
876	328	517.115419374999	43.8761728790409	14.8943147721724	124	12.2179691012135	13
404	117	193.816179861290	19.8674769349675	1.5685682545882	39	2.64415792356895	13
415	186	3.55893165592484	13.4899324561004	8.91551895259033	0	20.2284615518384	13
442	142	268.010921925845	21.9357996165848	1.05550528101563	59	1.45956309563553	13
440	149	212.07560449983	12.6659945315439	1.64079288241399	43	8.37097699835546	13
372	191	4.87721659688546	8.99615016217647	11.6801569979431	0	5.43366505800142	13
465	147	169.331986362557	13.1304487795084	1	33	5.63291422173031	13
1023	1023	1743.59945789156	481.179304818961	2.37337612310614	296	1205.40758476377	13
402	259	3.40227415389544	15.7210278991371	7.58167905181949	0	11.2670029142036	13
810	313	210.174801133249	49.7702356433211	41.9448259731800	44	1062.65664397954	14
389	166	251.641354213874	14.2386949479581	2.74111757224336	54	7.78924925037525	14
335	134	175.541286405004	20.7822736760518	1	35	20.5960051240332	14
456	159	242.740219310506	3.7228024429019	3.37178005637296	52	15.5801225704584	14
815	628	51.1328385211324	199.122453400720	12.3284673944207	5	647.648253090982	14
768	597	106.026748884850	183.624074030966	10.8684630430077	20	708.663202813242	14
434	180	8.4466834159386	14.6285200404373	30.333039700963	0	11.3689007485545	14
262	119	146.614832351797	94.3158222352025	12.5524710307932	29	5.05606113696676	14
542	262	7.71943532136078	29.5247159625456	1.12416714790911	0	12.2179691012135	14
411	188	4.00083404924448	10.0225335130631	1.03666938642740	0	2.89326407338761	14
333	118	206.424151590842	3.02648423788534	13.1304487795084	42	1.49952281952981	14
346	169	7.58167905181949	13.01276244164	3.22336061703234	0	6.05359950210121	14
464	174	200.923300256505	23.1533523386059	5.24146379659874	42	2.94583359826773	14
395	174	8.22159371891811	11.9999347794418	6.27558128152045	0	18.9929478320899	14
440	207	10.113176469976	9.93270297603254	1.02737786671489	0	68.2059232315959	14
464	226	277.838717988706	17.0479261054269	3.46409220134825	60	1.19729555045153	15
706	253	178.730805850546	46.3115321845825	13.6119342797693	35	15.4404801561245	15
371	144	141.428727684403	24.6595052920819	3.19447009599854	26	14.1110755578985	15
360	131	181.978277670151	1.02737786671489	6.92890667091885	38	1	15
452	169	282.886943462597	16.5936279705333	13.3690241173597	62	14.4974067037263	15
427	235	7.37964024479372	17.2021061268172	2.79092265216635	0	34.4077989175829	15
398	120	2.43835409826883	15.8632075638527	13.8592580288763	0	6.80525768686113	15
458	120	268.010921925845	1.61151230719552	3.6235961115318	57	1	15
1023	594	677.46917666552	38.3334328068596	5.14792787466969	163	20.5960051240332	15
517	183	288.026893303126	4.2610930359999	6.05359950210121	62	21.7391921762420	15
378	180	8.22159371891811	24.8825238006028	14.4974067037263	0	85.4227999714068	15
243	114	1.5685682545882	5.63291422173031	24.2194470084959	0	57.4818572447985	15
391	230	9.58136037012045	29.7917350304660	10.0225335130631	0	6.10834775094685	15
417	150	6.86680386961895	35.9921038809518	15.7210278991371	0	16.0066730895940	15
500	218	6.50570299658905	5.83946973003931	6.50570299658905	0	1.29835060413413	15
225	140	8.99615016217647	3.37178005637296	8.22159371891811	0	21.1598798071781	16
465	247	234.153938071853	6.44739330940435	15.1649388946609	50	30.333039700963	16
374	133	253.917177626965	13.01276244164	4.22290146744469	53	11.7857913633579	16
459	215	2.35210389174505	25.1075592699083	1	0	60.1286057902297	16
326	222	5.68385782799802	8.37097699835546	9.93270297603254	0	11.5754694182649	16
398	155	242.740219310506	16.4449016519896	6.16359113838741	50	18.1569138614469	16
427	176	3.65636761244814	12.2179691012135	6.27558128152045	0	1.49952281952981	16
570	319	16.0066730895940	24.2194470084959	10.9667565160136	0	6.86680386961895	16
436	189	180.34723234716	2.97247547155978	1.82799323661034	35	1.31009277867662	16
829	740	63.4660609516945	295.912455198282	12.7805447293642	8	428.031815121024	16
393	220	315.161910389446	9.3260334688322	13.01276244164	69	7.71943532136078	16
447	285	4.92132573688188	23.787241732935	2.69220128298041	0	75.306566081331	16
417	196	7.31349758281927	36.64606693184	15.0290177123404	0	44.2729853259731	16
140	120	7.93077699270318	117.064764949724	2.31012970008316	0	6.99157112477246	16
259	128	223.846920524153	80.2053472712329	1.44648123998097	48	6.33233711505923	16
462	143	5.05606113696676	4.14754217902811	10.5788370521942	0	11.7857913633579	17
682	376	64.0400427119728	40.4611407670981	17.3576805394577	8	312.337159180088	17
425	214	10.2969290997292	27.2267066674767	6.38960624362141	0	29.7917350304660	17
455	246	6.27558128152045	42.7069477555888	10.7710505603677	0	1.07468341675575	17
846	786	86.1953566475303	238.408427451674	20.0471567388252	15	391.178850870219	17
426	214	295.912455198282	5.83946973003931	3.7228024429019	65	1	17
574	245	285.445349378036	37.9898557212078	7.31349758281927	65	1	17
775	461	63.4660609516945	88.5552016332685	12.8961309096167	8	659.415779348815	17
394	233	7.18298542715413	24.6595052920819	16.5936279705333	0	15.5801225704584	17
391	114	217.881782133305	5.05606113696676	1	45	13.1304487795084	17
130	83	4.83350280081368	145.300744540603	4.87721659688546	0	6.6838152661163	17
572	236	5.83946973003931	137.659893469023	3.16583851658026	0	93.4704829853188	17
607	260	236.271606752329	53.0078483359935	2.62045871358794	50	14.6285200404373	17
719	315	217.881782133305	41.1963045448529	17.9941760346424	47	12.5524710307932	17
380	99	173.967934915758	20.0471567388252	13.1304487795084	35	4.83350280081368	17
382	104	217.881782133305	7.58167905181949	2.43835409826883	45	4.7472470985585	17
760	555	81.6626483996284	354.294665932091	1.67060547472057	14	367.286433946319	17
950	548	268.010921925845	114.975699539774	15.5801225704584	32	190.35745615898	17
168	73	4.53828217765635	149.278768958209	9.58136037012045	0	2.57369562770885	17
897	633	238.408427451674	260.868888272656	3.28192787251147	55	451.789841302946	17
363	92	170.863410719865	2.31012970008316	2.28942433738238	34	16.5936279705333	17
511	175	7.58167905181949	10.6745111719027	1.76333290106119	0	7.05480231071864	17
478	168	5.33669923120631	4.62074106554209	11.1660183755948	0	7.93077699270318	17
977	1023	298.588662755141	782.43926309528	30.0611689965592	77	2223.40497366597	17
426	158	193.816179861290	18.3211234755798	1.12416714790911	40	8.83561042902456	17
471	130	265.608778294669	13.7350394777529	2.11123063640535	57	5.5323927175622	17
503	211	341.762446707404	9.07751059369505	2.69220128298041	74	1.58275425501716	17
496	250	265.608778294669	20.5960051240332	1	58	15.7210278991371	17
461	217	285.445349378036	33.7937786136758	3.55893165592484	59	9.58136037012045	17
537	337	344.853317762211	6.56454003171988	13.9846000022126	77	12.1084611884334	17
430	197	265.608778294669	2.39484073875291	7.18298542715413	55	1.14459284406143	18
1023	1023	363.994498073774	526.511212920003	20.9702268253144	123	1043.69313058979	18
1023	1023	447.740513454224	270.434790343611	14.1110755578985	107	2183.72746331696	18
412	194	8.29594912658505	5.28886715788024	9.58136037012045	0	1	18
486	140	10.5788370521942	20.5960051240332	26.0282380630253	0	112.923914299385	18
416	163	3.89421865008386	158.989529433390	2.05496994319739	0	11.8923810771604	18
402	113	3.59111833689962	12.7805447293642	5.38496389381292	0	16.8951279775572	18
1023	1023	164.819577926093	531.27293640286	20.9702268253144	42	920.093297500199	18
497	163	181.978277670151	23.1533523386059	1	37	9.24244556226364	18
300	92	227.914135254419	7.11860535423515	9.41037733745403	46	31.7297226293716	18
354	135	223.846920524153	11.3689007485545	2.20844211988575	45	17.2021061268172	18
437	169	7.71943532136078	13.3690241173597	10.484020445962	0	1	18
400	100	240.564573379150	15.7210278991371	1	50	10.484020445962	18
454	661	13.1304487795084	97.7743255669627	2.28942433738238	0	34.4077989175829	18
481	135	251.641354213874	27.2267066674767	1	52	8.677935588683	18
383	101	190.35745615898	8.75641811414753	1.26375177643810	40	5.99934195399394	19
507	213	263.228164733921	33.4908898004629	1	56	11.6801569979431	19
419	246	5.33669923120631	22.9458321470371	5.94557070854439	0	94.3158222352025	19
210	182	2.79092265216635	25.1075592699083	1	0	13.3690241173597	19
246	168	5.58242721573272	141.428727684403	8.00250227816105	0	41.9448259731800	19
382	195	7.78924925037525	14.8943147721724	2.99935829173116	0	8.83561042902456	19
99	66	1.43351663513103	1	2.35210389174505	0	3.68943549608464	19
423	172	16.0066730895940	12.5524710307932	1	0	9.93270297603254	19
419	231	7.93077699270318	14.3674685171342	2.91943051228252	0	45.0774088920826	19
702	685	60.1286057902297	157.564528978902	5.38496389381292	8	485.53105030699	19
220	1023	13.2491994627979	1565.0416659059	21.3512479947870	0	21.1598798071781	19
477	185	298.588662755141	18.8227167521612	4.79018080525539	65	10.113176469976	19
931	658	796.655891534698	157.564528978902	5.10178773206268	270	4.00083404924448	19
804	574	833.337862563382	54.9516136103108	1	191	14.4974067037263	19
445	253	11.0659389469887	28.480358684358	3.75647115760237	0	91.8024665421147	19
615	484	59.0555878709707	329.673520972002	15.3020893368145	6	200.923300256505	19
408	110	268.010921925845	3.28192787251147	2.41649947859281	57	8.60015649088982	19
318	82	145.300744540603	11.7857913633579	5.24146379659874	28	1.13433402180562	19
503	174	232.055249753435	15.3020893368145	4.2610930359999	48	3.85931532427352	19
